Hub,Servicing Site,REMS Proerty ID,Property Name,Project Street Address 1,Project City Address,Project State,Project Zip Code,Project Zip Code Plus 4,Project Occupancy Date,Project FHA Number,SOA Numeric Name,SOA Description,Project Number of Units,Project Number of Assisted Units,Initial Endorsement Date,Final Endorsement Date,Loan Maturity Date,Original Mortgage Amount,Original Interest Rate,Amortized Unpaid Principal Balance,Owner Organization Name
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
San Francisco,San Francisco,800001499,FAME ARMS,2420 S WESTERN AVE,LOS ANGELES,CA,90018,2650,01-Jul-91,122EH455,202,202/8 Direct Loan/ Elderly-Handicapped,40,39,31-Oct-89,30-Oct-92,01-Mar-31,"$2,519,600.00",9.25,"$1,142,548.25",FAME Good Shepherd Center Housing Development Corporation
